"gamename",positive,negative,rating
"Dreams of Greatness",9,4,0.6054
"Dreams of Solari - Chapter 1",5,4,0.5278
"Dreamscape",44,8,0.7414
"Dreamscaper",873,67,0.8741
"Dreamscaper: Prologue",1813,191,0.8637
"DreamScapes Dimensions",17,32,0.3941
"Dreamscapes: Nightmare's Heir - Premium Edition",93,44,0.6383
"Dreamscapes: The Sandman - Premium Edition",170,35,0.763
"Dreamstate Racing",13,8,0.5721
"Dreamstones",68,14,0.7422
"DreamTank",5,2,0.5997
"Dreamtopia",2,1,0.5569
"Dreamwalker: Never Fall Asleep",87,22,0.7257
"DreamWatcher",46,7,0.7572
"DreamWorks Dragons: Dawn of New Riders",71,12,0.7618
"DreamWorks Voltron VR Chronicles",43,15,0.6706
"Dredgers",253,21,0.8453
"Dreii",11,5,0.6076
"Drekirokr - Dusk of the Dragon",9,1,0.7057
"DREMA",3,4,0.4668
"Dresden Files Cooperative Card Game",76,17,0.7364
"Dress-up Traveller",320,41,0.8208
"Drew and the Floating Labyrinth",28,22,0.5416
"Drift (Over) Drive",19,23,0.4677
"Drift 1969",2,1,0.5569
"Drift 4000",14,9,0.5669
"Drift 7 Islands",5,3,0.5605
"DRIFT 84",19,18,0.509
"Drift Alone",2,1,0.5569
"Drift GEAR Racing Free",60,140,0.3405
"Drift Horizon Online",142,191,0.4392
"Drift Into Eternity",31,7,0.711
"Drift King 2D",8,3,0.6197
"Drift King: Survival",28,33,0.4708
"Drift Legends",2,13,0.2925
"Drift Long Racing",16,11,0.5586
"Drift Of The Hill",507,171,0.713
"Drift Phonk 666",4,1,0.6251
"Drift Racing Rally",11,5,0.6076
"Drift Streets Japan",2138,1131,0.6405
"Drift Stunt Racing 2019",11,7,0.5653
"Drift Tuner 2019",115,110,0.5089
"Drift Zone",18,21,0.4742
"Drift21",660,266,0.6855
"Drift86",2323,212,0.877
"Drifter",113,79,0.5704
"Drifter King Online",17,1,0.7613
"Drifters Loot the Galaxy",30,14,0.624
"Drifters Loot the Galaxy - Beta",17,8,0.6125
"DriftForce",37,13,0.6665
"Drifting Cloud",12,0,0.769
"Drifting in Space",6,1,0.6662
"Drifting Lands",197,48,0.7461
"Driftland: The Magic Revival",945,300,0.7287
"Driftmoon",214,26,0.8165
"DriftOn",39,2,0.8048
"Driftpunk Racer",3,11,0.3407
"Driftwatch VR",7,13,0.41
"DriftWay",3,4,0.4668
"Driftwood The Visual Novel",35,35,0.5
"DriftZ",26,8,0.6739
"Drill Arena",4,16,0.32
"Drill Deal: Borehole Alpha",287,35,0.8226
"Drill Down",30,6,0.7209
"DrillMania",1,1,0.5
"DrillsVR",17,11,0.5683
"Drilly Willis",6,0,0.7217
"DRINK BAR MAID -REGRESSION-",17,7,0.6293
"Drink 'Em",29,5,0.7319
"Drink More Glurp",51,1,0.8353
"Drink Pro Tycoon",39,36,0.5146
"Drinks With Abbey",283,67,0.7557
"Drive",7,2,0.6389
"Drive & Drift",3,3,0.5
"Drive 21",82,34,0.6576
"Drive 4 Survival",107,11,0.8103
"Drive Buy",11,0,0.7634
"Drive By Hero",102,108,0.4886
"Drive for Your Life",19,5,0.681
"Drive Forward",9,2,0.6676
"Drive Isle",52,33,0.5825
"Drive Megapolis",117,170,0.4245
"Drive on Moscow",56,12,0.7331
"Drive or Die",3,2,0.5417
"Drive Switch Evade",7,2,0.6389
"Drive to Hell",54,15,0.7039
"Drive!Drive!Drive!",34,15,0.6342
"Drive//Shaft",44,23,0.6127
"Driveby Gangster",5,6,0.4761
"Driven Out",134,30,0.7489
"Driver: Parallel Lines",565,59,0.8471
"Driving School Simulator",43,145,0.2847
"Drizzlepath",278,240,0.5311
"Drizzlepath: Deja Vu",94,21,0.7415
"Drizzlepath: Genie",101,65,0.5852
"Drizzlepath: Glass",88,52,0.5996
"DROD RPG: Tendry's Tale",32,6,0.7286
"DROD: Gunthro and the Epic Blunder",93,10,0.8034
"DROD: The Second Sky",22,2,0.7586
"Droid Assault",290,59,0.7742
"Droid Guier",4,0,0.692
"Drone Combat",11,2,0.6897
"Drone Fighters",15,0,0.783
"Drone Hero",42,6,0.7588
"Drone Hunter VR",30,18,0.5863
"Drone Infiltrator",0,2,0.3592
"Drone Racer",0,4,0.308
"Drone Racer: Canyons",9,1,0.7057
"Drone Spektra",3,0,0.6706
"Drone Strike Force",56,10,0.7502
"Drone Swarm",112,49,0.6534
"DRONE The Game",919,120,0.837
"Drone Wars",60,7,0.7845
"Drone Wars VR",9,1,0.7057
"Drone Zero Gravity",7,1,0.6815
"Drone: Remote Tactical Warfare",2,1,0.5569
"DroneGlitch",2,0,0.6408
"Drones",2,0,0.6408
"DRONES AND RUINS",2,0,0.6408
"Drones, The Human Condition",10,1,0.7155
"Drop",120,162,0.4391
"Drop Alive",1228,149,0.8473
"Drop Hunt",185,35,0.7738
"Drop In - VR F2P",306,41,0.8163
"Drop Out 0",11,2,0.6897
"Drop Up",9,1,0.7057
"DROP VR Audiovisualizer",1,3,0.404
"Droplet: States of Matter",3,0,0.6706
"Drops: Rhythm Garden",3,0,0.6706
"Dropship Down",21,20,0.5082
"Dropshipping Simulator",39,8,0.727
"Dropsy",1401,97,0.8871
"Dropzone",593,264,0.6668
"Drosoph Hotel",12,2,0.6991
"Drowning",9,10,0.4844
"Drowning Cross",143,14,0.8213
"Drox Operative",265,31,0.8241
"Drox Operative 2",90,9,0.8068
"Drug Dealer Simulator",7427,1096,0.8471
"Drug Dealer Simulator: Free Sample",2063,242,0.8566
"Drug Wars",14,30,0.376
"Drugs and Crime Idle",103,39,0.6748
"Drugs to Bee",11,1,0.7242
"Druid",140,48,0.6942
"Druid's Tale: Crystal Cave",4,4,0.5
"Druidstone: The Secret of the Menhir Forest",876,163,0.8007
"DrumBeats VR",63,24,0.6659
"DruMidia",2,0,0.6408
"DrumMasterVR",3,6,0.4167
"Drummer Talent VR",25,16,0.5741
"Drumming VR",3,0,0.6706
"Drumpf 2: Lost, But Not Forgotten!",9,0,0.75
"Drumpf: Presidential Dating Simulator",6,6,0.5
"Drumpf: Rise Up, Libertonia!",27,3,0.7577
"Drumpfy Walls",2,0,0.6408
"Drums Hero",60,22,0.6704
"Drums Hero PC",19,10,0.5994
"Drums of War",8,0,0.7419
"DrumSim",2,7,0.3611
"Drunk or Dead",49,4,0.7968
"Drunk Puppet",7,6,0.5211
"Drunk ride",3,1,0.596
"Drunk Wizards",6,66,0.1979
"Drunken Fight Simulator",31,19,0.5833
"Drunken Fist",38,11,0.6907
"Drunken Robot Pornography",537,101,0.7928
"Drunken Wrestlers",385,31,0.8563
"Drunken Wrestlers 2",5657,613,0.8733
"Drunkenpants",14,0,0.7787
"Drunk-Fu: Wasted Masters",27,10,0.6529
"Drunkn Bar Fight",500,165,0.7163
"Drunkn Bar Fight on Halloween",38,7,0.7357
"Drusilla Dreams",27,25,0.5134
"Dry Drowning",236,37,0.7972
"Dry Erase: Infinite VR Whiteboard",24,12,0.6105
"Dry Grass",4,2,0.5739
"Drying Paint Simulator VR",5,10,0.4057
"Drymir Cave under Richmordnom",2,1,0.5569
"DSS",4,3,0.5332
"dstnce.",20,0,0.8
"DSY: Don't Shoot Yourself",26,7,0.6883
"dsync",4,1,0.6251
"Dual Blade ~ Battle of The Female Ninja ~",1,2,0.4431
"Dual Cars",2,0,0.6408
"Dual Core",18,2,0.74
"Dual Family",58,63,0.4842
"DUAL GEAR",184,37,0.7672
"Dual Guns Fantasy",5,0,0.7084
"Dual Snake",43,3,0.7983
"Dual Souls: The Last Bearer",23,0,0.8079
"Dualism",5,0,0.7084
"Duality",12,2,0.6991
"Duality of Doodles",1,0,0.5942
"Dub Dash",176,71,0.6721
"Dubstep Abasralsa",47,31,0.575
"Dubstep Bird",7,1,0.6815
"DubWars",223,62,0.731
"DUCATI - 90th Anniversary",118,50,0.6592
"Ducati World Championship",83,104,0.4555
"DUCK CASINO: BULLET",5,1,0.6478
"Duck Creator",9,4,0.6054
"Duck Duck Goose",1,1,0.5
"Duck Force",9,1,0.7057
"Duck Game",28250,1053,0.9431
"Duck Hunting",10,8,0.5327
"Duck Hunting Challenge",1,0,0.5942
"Duck in Town - A Rising Knight",5,1,0.6478
"Duck Life",31,3,0.7706
"Duck Life: Adventure",135,10,0.8349
"Duck Life: Battle",113,20,0.7696
"Duck Life: Retro Pack",36,2,0.7989
"Duck Life: Space",68,12,0.7568
"Duck Season",806,152,0.7981
"Duck Season PC",461,41,0.854
"Duck Souls",170,4,0.8762
"Duckie Dash",13,1,0.7389
"Duckles: the Jigsaw Witch",7,16,0.3795
"Duckpocalypse",39,3,0.7904
"Ducks in Space",8,0,0.7419
"Duck's Inferno",1,0,0.5942
"Ducks' Wrath",6,0,0.7217
"DuckTales Remastered",4653,696,0.842
"Ducktopia",2,0,0.6408
"Duckumentary",2,3,0.4583
"Dude Cops",21,5,0.6936
"Dude Simulator",807,610,0.5617
"Dude Simulator 2",780,700,0.524
"Dude Simulator 3",894,408,0.6651
"Dude, Stop",888,166,0.8004
"Dude, Where Is My Beer?",53,4,0.8032
"Duder",11,17,0.4317
"Due Process",3201,600,0.8135
"DUEL",17,3,0.71
"Duel Girl",10,13,0.4598
"Duel Jousting",2,3,0.4583
"Duel on Board",18,0,0.7939
"Duel Survival",0,2,0.3592
"Duel VR",2,1,0.5569
"DUELEUM",12,6,0.598
"DuelVox",16,1,0.7564
"Duelyst",3938,841,0.7987
"Duet",655,41,0.8796
"Dujanah",154,11,0.8403
"Duke Dashington Remastered",27,1,0.7958
"Duke Grabowski, Mighty Swashbuckler",146,26,0.7749
"Duke Nukem 3D: 20th Anniversary World Tour",2138,433,0.8004
"Duke Nukem Forever",5555,2693,0.662
"Duke of Alpha Centauri",289,78,0.7389
"Duke of Defense",38,3,0.7883
"Dumb As Wizards",3,3,0.5
"DUMB Infernal",11,5,0.6076
"Dumb Little Creatures",2,0,0.6408
"Dumb Roguelike-like RPG",1,0,0.5942
"Dumb Stone",2,8,0.3458
"Dumb test: Check your teammates",10,3,0.6476
"Dumbass Drivers!",13,20,0.4306
"DumbBots: Hello World",4,1,0.6251
"DumbFight",11,3,0.6593
"Dum-Dum",16,0,0.7869
"Dummy Life",6,1,0.6662
"Dummy!",5,1,0.6478
"Duncan and the Wisp",31,8,0.6977
"Dunderheads",6,0,0.7217
"Dune Sea",20,3,0.7276
"Dungelot : Shattered Lands",400,101,0.7525
"Dungen",3,2,0.5417
"Dungeon & Derision",1,0,0.5942
"Dungeon Adventure",0,1,0.4058
"Dungeon and Puzzles",36,0,0.8314
"Dungeon Bosses",3,5,0.4395
"Dungeon Brewmaster",51,21,0.6511
"Dungeon Builder S",7,8,0.4811
"Dungeon Cards",40,7,0.7416
"Dungeon Chest",1,0,0.5942
"Dungeon Core",27,1,0.7958
"Dungeon Crawlers HD",39,35,0.5197
"Dungeon Crowley",61,17,0.7064
"Dungeon Crusher Kiritan",36,2,0.7989
"Dungeon Deathball",26,0,0.8146
"Dungeon Defenders",13315,1032,0.9041
"Dungeon Defenders Eternity",808,800,0.5022
"Dungeon Defenders II",13927,4308,0.75
"Dungeon Defenders: Awakened",2161,881,0.6916
"Dungeon Delver",11,7,0.5653
"Dungeon Dreams",164,9,0.8532
"Dungeon Dreams (Female Protagonist)",28,3,0.7612
"Dungeon Escape",477,131,0.7432
"Dungeon Escape VR",113,19,0.7744
"Dungeon Fighter Online",2595,1428,0.6331
"Dungeon Gambit Boy",24,5,0.7099
"Dungeon Girl",20,15,0.5471
"Dungeon Hearts",322,188,0.6113
"Dungeon Hero",50,51,0.4963
"Dungeon Highway",21,5,0.6936
"Dungeon Hunter 5",168,173,0.4939
"Dungeon Hunter Champions",295,205,0.5761
"Dungeon Island",1,1,0.5
"Dungeon Journey",170,49,0.7218
"Dungeon Jump",1,0,0.5942
"Dungeon Kingdom: Sign of the Moon",100,32,0.6985
"Dungeon Kitty",11,36,0.317
"Dungeon League",43,12,0.6979
"Dungeon Limbus",11,6,0.5855
"Dungeon Lord ?? ??",70,56,0.5426
"Dungeon Lords Steam Edition",332,104,0.7195
"Dungeon Lurk II - Leona",11,24,0.3774
"Dungeon Manager ZV",47,23,0.6239
"Dungeon Manager ZV 2",5,4,0.5278
"Dungeon Manager ZV: Resurrection",9,0,0.75
"Dungeon Marathon",28,7,0.698
"Dungeon Munchies",3081,59,0.9386
"Dungeon Nightmares II : The Memory",199,45,0.7553
"Dungeon No Dungeon",102,87,0.5315
"Dungeon Of Dark",6,0,0.7217
"Dungeon of Doom Puzzle",4,1,0.6251
"Dungeon Of Dragon Knight",197,47,0.7487
"Dungeon of Elements",83,103,0.4574
"Dungeon of Eyden",2,0,0.6408
"Dungeon of Gain",7,43,0.2502
"DUNGEON OF NAZARICK",1,0,0.5942
"Dungeon of Rikka",18,0,0.7939
"Dungeon of the Endless™",9309,1267,0.8568
"Dungeon of Trials",3,1,0.596
"Dungeon Of Zaar",87,36,0.6587
"Dungeon of Zolthan",375,108,0.7334
"Dungeon Origins",15,4,0.672
"Dungeon Party",162,222,0.4349
"Dungeon Punks",16,4,0.68
"Dungeon Puzzle VR - Solve it or die",2,2,0.5
"Dungeon Quest",8,1,0.6944
"Dungeon Rankers",10,1,0.7155
"Dungeon Rats",361,108,0.7274
"Dungeon Rush",11,4,0.6321
"Dungeon Rushers",701,363,0.6394
"Dungeon Rustlers",10,2,0.6793
"Dungeon Scale",1,0,0.5942
"Dungeon Scavenger",87,6,0.8246
"Dungeon Shooter 2",1,3,0.404
"Dungeon Siege",2072,542,0.7653
"Dungeon Siege 2",1289,483,0.7035
"Dungeon Siege III",1367,975,0.5756
"Dungeon Slime",50,1,0.8342
"Dungeon Slime 2",23,1,0.7844
"Dungeon Solver",32,4,0.7577
"Dungeon Souls",1589,531,0.7247
"Dungeon Stars",18,14,0.5407
"Dungeon Throne",8,1,0.6944
"Dungeon Warfare",1349,58,0.907
"Dungeon Warfare 2",607,62,0.8499
"Dungeon Warriors",5,1,0.6478
"Dungeonbowl Knockout Edition",18,54,0.3187
"Dungeoncraft",2,2,0.5
"Dungeoneer",3,0,0.6706
"DungeonEpic",0,3,0.3294
"DungeonGOGO",0,1,0.4058
"Dungeonmans",689,64,0.8585
"DungeonRift",31,3,0.7706
"Dungeons",271,334,0.4555
"Dungeons - The Dark Lord",89,141,0.4089
"Dungeons & Bombs",10,0,0.7571
"Dungeons & Cocks",22,3,0.7375
"Dungeons & Darkness",53,30,0.602
"Dungeons & Dragons Online®",3245,1354,0.6894
"Dungeons & Dragons: Chronicles of Mystara",1037,218,0.7882
"Dungeons & Dragons: Daggerdale",117,310,0.3105
"Dungeons & Geese",30,18,0.5863
"Dungeons & Guns",17,1,0.7613
"Dungeons & Robots",73,81,0.4797
"Dungeons & Treasure VR",42,14,0.676
"Dungeons 2",3708,882,0.7835
"Dungeons 3",14754,801,0.924
"Dungeons Again",16,3,0.7033
"Dungeons and Dinners",4,0,0.692
"Dungeons Are Random",10,15,0.4375
"Dungeon's Barrage",19,0,0.7971
"Dungeons Forever",94,21,0.7415
"Dungeons of Betrayal",7,2,0.6389
"DUNGEONS OF CHAOS",138,13,0.8227
"Dungeons of Clay",8,0,0.7419
"Dungeons of Dredmor",4416,274,0.9069
"Dungeons of Edera",191,48,0.7417
"Dungeons of Hell",29,3,0.7645
"Dungeons of Legend: Cast Within",10,0,0.7571
"Dungeons of Necromancers",5,2,0.5997
"Dungeons of Tal'Doria",5,2,0.5997
"Dungeons of the dead",24,36,0.429
"Dungeons Of The Deep",2,5,0.4003
"Dungeons of the Fallen",22,8,0.6503
"Dungeons&Vampires",17,20,0.473
"Dungeons: The Eye of Draconus",85,95,0.478
"DungeonTop",350,53,0.808
"DungeonUp",321,65,0.7764
"Dungreed",5325,491,0.885
"Dunia: Masters",6,6,0.5
"Dunk It (VR Basketball)",3,6,0.4167
"Dunk Lords",37,3,0.786
"DunkRatz",3,0,0.6706
"DUNKYPUNG",8,1,0.6944
"Dunmakia Kingdom",2,0,0.6408
"Dunrog",23,9,0.6424
"Duo",27,8,0.7577
"Duo Defenders",5,0,0.7084
"Duped",5,0,0.7084
"Dupio",23,16,0.5602
"Duplexer",8,5,0.5632
"Dupli_City",5,0,0.7084
"dUpLicity ~Beyond the Lies~",24,37,0.4242
"Dura Vita Online",13,12,0.5125
"Durak!",40,10,0.7081
"Duralumin Wind",7,1,0.6815
"During Before And After COVID-19",2,0,0.6408
"Durka Simulator",831,51,0.8848
"DUSK",11638,221,0.9528
"Dusk 12",62,77,0.4582
"Dusk Diver ???",487,62,0.8291
"Dusk Of Confinement",5,15,0.35
"Dusk Warlocks",6,1,0.6662
"Duskers",1614,191,0.8529
"Duskless: The Clockwork Army",6,2,0.621
"Dust and Salt",53,9,0.7529
"Dust and Salt: The Battle for Murk",10,0,0.7571
"Dust n Wheels",0,5,0.2916
"Dust On Wheels",2,16,0.2714
"Dust to the End",336,43,0.8219
"Dust: An Elysian Tail",16175,717,0.9331
"Dustbowl",91,26,0.7117
"Dustforce",1765,244,0.8402
"DUSTNET",27,5,0.7238
"Dustoff Heli Rescue",302,55,0.787
"Dustoff Heli Rescue 2",15,7,0.6111
"Dustoff Z",21,2,0.7544
"DUST-UP",3,2,0.5417
"Dustwind",220,65,0.7224
"Dusty Raging Fist",14,4,0.6633
"Dusty Revenge",80,125,0.4123
"DvDrum, Ultimate Drum Simulator!",70,11,0.7675
"DvG: Conquering Giants",3,0,0.6706
"DVOREC",1,1,0.5
"Dwarf Defense",12,4,0.6435
"Dwarf Journey",67,4,0.8212
"Dwarf Shop",50,18,0.6695
"Dwarf Slayer",1,0,0.5942
"Dwarf Tower",181,63,0.6956
"DwarfCorp",95,58,0.5944
"DwarfHeim",235,104,0.6598
"Dwarflings",34,14,0.6438
"Dwarfs F2P",1371,244,0.8112
"Dwarfs!?",688,215,0.7282
"Dwarrows",84,12,0.7804
"Dwarven Brawl Bros",28,6,0.7126
"Dwarven Forge",1,0,0.5942
"Dwarves & Dungeons",28,2,0.7792
"DwarVRs",2,0,0.6408
"Dwelvers",154,93,0.6
"Dwingle B.O.T",16,1,0.7564
"DWVR",17,1,0.7613
"DX-Ball 2: 20th Anniversary Edition",294,6,0.8939
"Dyad",171,52,0.7145
"Dyadic",10,5,0.5943
"Dyana Moto",5,8,0.4368
"DYE",51,17,0.6801
"Dying Flame",7,0,0.7326
"Dying Light",222985,11692,0.9393
"Dying Light: Bad Blood",2227,932,0.6868
"DYING: Reborn",145,42,0.7185
"Dyna Bomb",30,7,0.7068
"Dynamic",42,67,0.4132
"Dynamite Alex",13,11,0.5259
"Dynamite Bunny",4,1,0.6251
"Dynamite Jack",361,57,0.8046
"Dynasty Feud",62,14,0.7304
"DYNASTY WARRIORS 7: Xtreme Legends Definitive Edition",598,83,0.8251
"Dynasty Warriors 8 Empires",783,390,0.6476
"DYNASTY WARRIORS 8: Xtreme Legends Complete Edition",7348,1407,0.8172
"DYNASTY WARRIORS 9",2553,5501,0.3292
"Dynetzzle Extended",29,3,0.7645
"Dyno Adventure",5,10,0.4057
"Dynomite! Deluxe",121,6,0.8477
"DYO",334,4,0.9037
"Dyscourse",341,93,0.7398
"Dysfunctional Systems: Learning to Manage Chaos",605,188,0.7277
"Dysfunctional Systems: Orientation",43,10,0.7176
"DYSMANTLE",1767,111,0.8953
"Dyson Sphere Program",37009,793,0.959
"Dystopia",819,157,0.7964
"Dystopy",14,8,0.5833
"DYSTORIA",47,4,0.7932
"E.T. Armies",136,145,0.4869
"E.Y.E: Divine Cybermancy",5393,1028,0.8156
"E.Z",144,15,0.8176
"E06-Anomaly",3,1,0.596
"E3.14CENTER",4,1,0.6251
"EA SPORTS™ FIFA 21",20566,7871,0.713
"Eador. Genesis",283,49,0.7911
"Eador. Imperium",869,241,0.7486
"Eador. Masters of the Broken World",1637,773,0.6621
"Eagle Flight",201,125,0.5962
"Eagle Island",136,38,0.7221
"Eagles Expedition",7,5,0.5448
"EAGLETALON vs. HORDE OF THE FLIES",1,1,0.5
"Ealu",1,0,0.5942
"Eared Hero",40,89,0.354
"Earn to Die 2",432,47,0.8392
"Earth 2140 HD",269,146,0.6241
"Earth 2150 Trilogy",522,160,0.7282
"Earth 2160",759,315,0.6814
"Earth Analog",40,24,0.5894
"Earth Atlantis",25,15,0.5841
"EARTH DEFENSE FORCE 4.1 The Shadow of New Despair",6506,360,0.9162
"EARTH DEFENSE FORCE 4.1 WINGDIVER THE SHOOTER",89,38,0.6542
"EARTH DEFENSE FORCE 5",4468,250,0.912
"Earth Defense Force: Insect Armageddon",826,113,0.8313
"EARTH DEFENSE FORCE: IRON RAIN",474,308,0.5919
"Earth Elements",1,0,0.5942
"Earth Liberation",21,16,0.545
"Earth Muncher",9,1,0.7057
"Earth Overclocked",149,29,0.7664
"Earth Space Colonies",88,82,0.5139
"Earth: 9000",6,0,0.7217
"Earthfall",1391,733,0.6395
"Earthlingo",80,3,0.8416
"Earthlings Must Die",0,3,0.3294
"EARTHLOCK",305,103,0.707
"EarthNight",42,16,0.6585
"Earthquake Simulator VR",7,3,0.6028
"EARTH'S DAWN",145,48,0.6998
"Earthshakers",16,12,0.5455
"Earthshine",42,4,0.7834
"Earthtongue",169,14,0.8354
"Earthworm Jim 2",61,26,0.6489
"Earthworm Jim 3D",45,48,0.488
"Earthworms",107,23,0.7486
"EarthX",300,20,0.8605
"East 73: Magenta Fairytale",92,9,0.8088
"East India Company",73,60,0.5377
"East Tower - Akio (ET Series Vol. 1)",48,20,0.6483
"East Tower - Kuon (ET Series Vol. 3)",20,7,0.6525
"East Tower - Kurenai (ET Series Vol. 4)",23,7,0.6718
"East Tower - Takashi (ET Series Vol. 2)",22,13,0.5849
"Easter Clicker: Idle Manager",27,7,0.6933
"Easter Egg",1,1,0.5
"Easter Pairs",4,5,0.4722
"Easter Riddles",1,0,0.5942
"Easter!",3,9,0.3655
"Eastshade",3085,368,0.8596
"Eastside Hockey Manager",939,172,0.8034
"EastwoodVR",6,10,0.4283
"Easy Hentai",26,6,0.7034
"Easy hentai puzzle",37,9,0.7088
"Easy hentai puzzle 2",11,4,0.6321
"Easy Magic",4,0,0.692
"Easy puzzle: Animals",8,0,0.7419
"Easy puzzle: Animals 2",6,0,0.7217
"Easy puzzle: Bridges",3,1,0.596
"Easy puzzle: Landscape",5,0,0.7084
"Easy puzzle: Streets",8,0,0.7419
"Easy Quiz",2,0,0.6408
"Easy Racing",1,2,0.4431
"Easy Red",716,179,0.7612
"Easy Red 2",269,39,0.8069
"Easy Shooter",21,15,0.5552
"EasyPianoGame",7,4,0.5718
"Eat All The Things",16,5,0.6586
"Eat fish 3D",2,1,0.5569
"Eat my Shuriken and Die!",1,0,0.5942
"Eat or DIE!",13,2,0.7075
"Eat Your Words",0,1,0.4058
"Eat, Sleep, Bet, Repeat",9,4,0.6054
"Eaten Alive",171,309,0.3786
"EatWell",22,0,0.8054
"eBall",47,21,0.6377
"E-Ball",1,0,0.5942
"EBOLA",38,49,0.4532
"EBOLA 2",95,34,0.6818
"EBONY",10,14,0.4483
"Ebony Spire: Heresy",30,8,0.6934
"Ebullition LBVR",2,0,0.6408
"Ecchi 2: compile 2D chan",24,32,0.4497
"Ecchi Cards",41,42,0.4956
"Ecchi Jack",20,7,0.6525
"ECCHI NEKO GIRLS PUZZLE",31,18,0.5918
"Ecchi Puzzle",42,22,0.6118
"Ecchi Puzzles",4,2,0.5739
"Ecchi Sketch: Draw Cute Girls Every Day!",65,12,0.7514
"Echelon",52,68,0.4491
"Echelon: Wind Warriors",55,18,0.6841
"ECHO",986,231,0.7737
"Echo Grotto",52,5,0.7908
"Echo Lake",16,1,0.7564
"Echo Nine",1,0,0.5942
"Echo of Combats",85,29,0.6867
"Echo Of Soul",334,131,0.6839
"Echo of the Wilds",123,39,0.7033
"Echo Royale",8,3,0.6197
"Echo Tokyo: An Intro",94,52,0.6118
"Echo Tokyo: Phoenix",7,10,0.4487
"Echoed World",424,142,0.7122
"Echoes III",11,4,0.6321
"Echoes in White",6,6,0.5
"Echoes of Aetheria",117,12,0.813
"Echoes of Nocturnal Chords ????",41,0,0.8377
"Echoes of the Fey - The Fox's Trail",16,4,0.68
"Echoes of the Fey Episode 0: The Immolation",44,9,0.7308
"Echoes of the Fey: The Last Sacrament",11,0,0.7634
"Echoes of the Past: Kingdom of Despair Collector's Edition",3,2,0.5417
"Echoes of the Past: The Citadels of Time Collector's Edition",2,0,0.6408
"Echoes of the Past: The Revenge of the Witch Collector's Edition",4,1,0.6251
"Echoes of the Past: Wolf Healer Collector's Edition",2,2,0.5
"ECHOES OF WAR: The Last Heartbeat",14,2,0.7152
"Echoes World",1,0,0.5942
"Echoes+",788,64,0.8692
"ECHOLOCAUTION",21,0,0.8028
"ECHOPLEX",47,8,0.749
"ECHORIA: Ancient Echoes",8,2,0.6542
"Ecio",23,12,0.6037
"Eclipse --- Defending the motherland",24,21,0.5228
"Eclipse Horde",2,0,0.6408
"Eclipse: Edge of Light",18,8,0.621
"Eclipse: New Dawn for the Galaxy",76,39,0.6224
"Eclipsed",11,2,0.6897
"Eco",5871,1264,0.8005
"ECON",4,0,0.692
"Economic Conquest",23,26,0.4788
"Economica",2,4,0.4261
"Ecosystem",106,15,0.7875
"ecotone",21,3,0.7327
"eCrossminton",1,0,0.5942
"Ectolibrium",9,1,0.7057
"Eczema Angel Orifice",6,0,0.7217
"edataconsulting VR Office",6,1,0.6662
"Eddy Violet",53,12,0.726
"Eden Rising",873,467,0.6342
"Eden Star",657,316,0.6532
"eden*",2379,467,0.9173
"Edengrad",244,241,0.5026
"Eden's Ritter: Paladins of Ecstasy",38,6,0.748
"Edepth Angel: Pinocchio's Murder",1,3,0.404
"Edgar",20,11,0.594
"Edgar - Bokbok in Boulzac",63,9,0.7719
"EDGE",1842,157,0.8787
"Edge Guardian",9,0,0.75
"EDGE OF DAWN",15,27,0.4032
"Edge of Dreams",22,2,0.7586
"Edge Of Eternity",1545,358,0.7798
"Edge Of Existence",5,7,0.4552
"Edge Of Galaxy",23,2,0.8079
"Edge of Reality",35,7,0.7259
"Edge of Space",955,1747,0.367
"Edge of Twilight – Return To Glory",26,61,0.3511
"Edifice of Fiends",2,1,0.5569
"ED-IT",7,0,0.7326
"Edmonton Trolley Car",1,1,0.5
"Edna & Harvey: Harvey's New Eyes",2153,241,0.861
"Edna & Harvey: The Breakout",1001,187,0.8019
"Edna & Harvey: The Breakout - Anniversary Edition",205,11,0.8602
"Edolie",15,5,0.65
"Education",53,26,0.6252
"Educational Games for Kids",9,1,0.7057
"Educator 2076: Basics in Education",9,2,0.6676
"Edvog Explorer Game",1,0,0.5942
"Eekeemoo - Splinters of the Dark Shard",4,2,0.5739
"EEP 13",13,4,0.6538
"EEP 14 Basic",6,10,0.4283
"EEP 15",12,9,0.5433
"EEP 16 Expert",13,8,0.5721
"EEP Train Simulator Mission",3,11,0.3407
"Eets Munchies",544,131,0.7629
"ef - the first tale.",47,1,0.8307
